teacherextuserid,classcode,classid,invitationid,tch
t11045_1592814625854_7,3q39-DnYJ,0627d66c-b462-11ea-840b-0242ac110002,51335bfc-a2b6-4c08-8392-53ce4e13a4ab,t21045_20200622-135152_7
t11045_1592814622760_8,7KnX-2TEs,1fc9b9e6-b462-11ea-94cc-0242ac110002,a3d2696a-179f-489e-b7a7-43deb8230c4f,t21045_20200622-135152_8
t11045_1592814630491_9,8cD8-VLEp,352d7ebd-b462-11ea-94cc-0242ac110002,9769be9c-14b2-46d0-9bf8-54fffeb828a1,t21045_20200622-135152_9
t11045_1592814632583_10,Zg3t-wKj9,4d2d241b-b462-11ea-840b-0242ac110002,c9e5329f-d5e6-4845-adeb-ceef312c9bd6,t21045_20200622-135152_10
t11045_1592814637561_7,3q39-DnYJ,0627d66c-b462-11ea-840b-0242ac110002,80ca76a0-2f98-49a2-b87f-7b410fdab4ad,t21045_20200622-135152_7
t11045_1592814644456_10,Zg3t-wKj9,4d2d241b-b462-11ea-840b-0242ac110002,44569c4c-f988-4fc2-baf1-00c92f9250de,t21045_20200622-135152_10
t11045_1592814641683_9,8cD8-VLEp,352d7ebd-b462-11ea-94cc-0242ac110002,a3bc19d2-59cf-417c-9b55-6f8a23c15727,t21045_20200622-135152_9
t11045_1592814640462_8,7KnX-2TEs,1fc9b9e6-b462-11ea-94cc-0242ac110002,2311312e-a3a6-42ef-9396-88d4adff2a0f,t21045_20200622-135152_8
t11045_1592814653354_7,3q39-DnYJ,0627d66c-b462-11ea-840b-0242ac110002,74c86c5e-777e-4a74-9632-3cf46d78e541,t21045_20200622-135152_7
t11045_1592814657466_9,8cD8-VLEp,352d7ebd-b462-11ea-94cc-0242ac110002,6e795419-ae68-4e6c-af40-aeb988d2a721,t21045_20200622-135152_9
t11045_1592814657791_8,7KnX-2TEs,1fc9b9e6-b462-11ea-94cc-0242ac110002,21cd451d-4e5f-46e6-8986-f14e809397e0,t21045_20200622-135152_8
t11045_1592814656270_10,Zg3t-wKj9,4d2d241b-b462-11ea-840b-0242ac110002,b3cf351a-11c7-4426-bf2f-11861beddf60,t21045_20200622-135152_10
t11045_1592814665439_7,3q39-DnYJ,0627d66c-b462-11ea-840b-0242ac110002,202019a6-4f19-4f1d-bb0a-dc240c1d41e5,t21045_20200622-135152_7
t11045_1592814671062_9,8cD8-VLEp,352d7ebd-b462-11ea-94cc-0242ac110002,f79e0253-d761-4289-aeb1-0f855767791e,t21045_20200622-135152_9
t11045_1592814672129_8,7KnX-2TEs,1fc9b9e6-b462-11ea-94cc-0242ac110002,1592584c-d005-4d71-beca-185579025841,t21045_20200622-135152_8
t11045_1592814673786_10,Zg3t-wKj9,4d2d241b-b462-11ea-840b-0242ac110002,d422b569-c1b6-4460-a264-3c597292c369,t21045_20200622-135152_10
t11045_1592814682956_9,8cD8-VLEp,352d7ebd-b462-11ea-94cc-0242ac110002,b1453782-898f-4740-bfb3-d245f9a43091,t21045_20200622-135152_9
t11045_1592814688541_8,7KnX-2TEs,1fc9b9e6-b462-11ea-94cc-0242ac110002,bf2dfb91-ca28-481f-b5b1-eee8a501f03b,t21045_20200622-135152_8
t11045_1592814690576_10,Zg3t-wKj9,4d2d241b-b462-11ea-840b-0242ac110002,0f9af3f3-4dd5-448f-a82b-6b093f8f3ba6,t21045_20200622-135152_10
t11045_1592814696700_9,8cD8-VLEp,352d7ebd-b462-11ea-94cc-0242ac110002,6e30d17b-f812-40b5-84df-081727943afb,t21045_20200622-135152_9
t11045_1592814700827_8,7KnX-2TEs,1fc9b9e6-b462-11ea-94cc-0242ac110002,efbac91b-9018-4324-aa1f-4649c45080c5,t21045_20200622-135152_8
t11045_1592814711103_9,8cD8-VLEp,352d7ebd-b462-11ea-94cc-0242ac110002,188b262e-ac7d-4b7d-b475-6acb0b039c1c,t21045_20200622-135152_9
t11045_1592814708065_10,Zg3t-wKj9,4d2d241b-b462-11ea-840b-0242ac110002,0e39da23-42d1-4525-ad4d-a41deefe3146,t21045_20200622-135152_10
t11045_1592814717356_8,7KnX-2TEs,1fc9b9e6-b462-11ea-94cc-0242ac110002,662e0a3e-1347-4dca-ab22-b8737288e3e2,t21045_20200622-135152_8
t11045_1592814724418_10,Zg3t-wKj9,4d2d241b-b462-11ea-840b-0242ac110002,6dee7d4b-4a47-4fe8-9a7d-218f2cde2b7c,t21045_20200622-135152_10
t11045_1592814724382_9,8cD8-VLEp,352d7ebd-b462-11ea-94cc-0242ac110002,d3c4b2dc-abdc-4077-a6de-4a6a557bbe64,t21045_20200622-135152_9
t11045_1592814737179_10,Zg3t-wKj9,4d2d241b-b462-11ea-840b-0242ac110002,946abac9-2212-4029-9399-9b7bd15fe333,t21045_20200622-135152_10
t11045_1592814751218_10,Zg3t-wKj9,4d2d241b-b462-11ea-840b-0242ac110002,de398358-65e3-4c5b-a5b2-94d5111705d1,t21045_20200622-135152_10
t11045_1592814768834_10,Zg3t-wKj9,4d2d241b-b462-11ea-840b-0242ac110002,69db9c69-65c0-4bf4-a188-a926ad1efed6,t21045_20200622-135152_10
t11045_1592814785000_10,Zg3t-wKj9,4d2d241b-b462-11ea-840b-0242ac110002,3e467bae-192b-463d-a979-85c08243a363,t21045_20200622-135152_10
t11045_1592815012085_1,Z73k-MFBe,78c9e2f2-b463-11ea-94cc-0242ac110002,68065cd0-139c-446d-90ca-e04bfa8a2c13,t21045_20200622-140608_1
t11045_1592815029878_1,Z73k-MFBe,78c9e2f2-b463-11ea-94cc-0242ac110002,b18ff3bb-3bd6-4fdc-8884-bf27ae006c5b,t21045_20200622-140608_1
t11045_1592815044220_1,Z73k-MFBe,78c9e2f2-b463-11ea-94cc-0242ac110002,b4e52a50-7014-4dc5-a4f2-25c9dad6108f,t21045_20200622-140608_1
t11045_1592815044607_2,sEL4-DB3M,8f664f16-b463-11ea-840b-0242ac110002,ad6fef86-5684-415f-a65e-d4d7f0960f56,t21045_20200622-140608_2
t11045_1592815056543_2,sEL4-DB3M,8f664f16-b463-11ea-840b-0242ac110002,c36d7b41-b60f-41ad-9a83-d0543b1ac3ed,t21045_20200622-140608_2
t11045_1592815054858_1,Z73k-MFBe,78c9e2f2-b463-11ea-94cc-0242ac110002,227a249a-98df-4d8e-9262-40ef7c4fb96d,t21045_20200622-140608_1
t11045_1592815072406_2,sEL4-DB3M,8f664f16-b463-11ea-840b-0242ac110002,d23a6e21-67ae-4107-a79c-abc2e2d2134a,t21045_20200622-140608_2
t11045_1592815072681_1,Z73k-MFBe,78c9e2f2-b463-11ea-94cc-0242ac110002,9ab5e4f9-3f34-4f4d-adb1-dc838d0a51e7,t21045_20200622-140608_1
t11045_1592815087418_2,sEL4-DB3M,8f664f16-b463-11ea-840b-0242ac110002,ddc68232-4f2e-469c-83b6-01442797a7c3,t21045_20200622-140608_2
t11045_1592815089274_1,Z73k-MFBe,78c9e2f2-b463-11ea-94cc-0242ac110002,0a9dec9c-08d3-42c6-b04d-1fb026afc67b,t21045_20200622-140608_1
t11045_1592815088526_3,x7eg-u94o,a7044c58-b463-11ea-840b-0242ac110002,c029b0d6-a5e0-45fb-b4c2-5d310bf2c9ee,t21045_20200622-140608_3
t11045_1592815100242_2,sEL4-DB3M,8f664f16-b463-11ea-840b-0242ac110002,68837e9c-efe5-4994-84e0-4b6187eb2bb1,t21045_20200622-140608_2
t11045_1592815103869_1,Z73k-MFBe,78c9e2f2-b463-11ea-94cc-0242ac110002,764820c0-ba56-4766-b8fa-a8767858713e,t21045_20200622-140608_1
t11045_1592815104947_3,x7eg-u94o,a7044c58-b463-11ea-840b-0242ac110002,35876228-630f-4f50-9bcb-f407d9c56053,t21045_20200622-140608_3
t11045_1592815115204_2,sEL4-DB3M,8f664f16-b463-11ea-840b-0242ac110002,ec0fa1c7-12c1-4441-b956-bc6c0ef2a7f3,t21045_20200622-140608_2
t11045_1592815117661_1,Z73k-MFBe,78c9e2f2-b463-11ea-94cc-0242ac110002,780ab673-a3d8-4ff7-a20f-0ee5098e7dfb,t21045_20200622-140608_1
t11045_1592815122113_3,x7eg-u94o,a7044c58-b463-11ea-840b-0242ac110002,9c0a0aae-32b9-4bb9-9771-df015bdc9f3f,t21045_20200622-140608_3
t11045_1592815133913_1,Z73k-MFBe,78c9e2f2-b463-11ea-94cc-0242ac110002,c5940c15-16cd-41b4-b5c8-a15bab56fc40,t21045_20200622-140608_1
t11045_1592815129422_4,vk7A-6FMP,c04942f4-b463-11ea-94cc-0242ac110002,69d067e5-04e1-4688-9f9c-4dbba6854fc1,t21045_20200622-140608_4
t11045_1592815130634_2,sEL4-DB3M,8f664f16-b463-11ea-840b-0242ac110002,ec097a45-d425-4a81-a17c-c6b9b464f2d7,t21045_20200622-140608_2
t11045_1592815136311_3,x7eg-u94o,a7044c58-b463-11ea-840b-0242ac110002,48363d85-1682-4760-a8ab-639d2015c8a0,t21045_20200622-140608_3
t11045_1592815144828_1,Z73k-MFBe,78c9e2f2-b463-11ea-94cc-0242ac110002,a5b8550f-6837-4ca6-9ebc-a526fd38bda5,t21045_20200622-140608_1
t11045_1592815145791_4,vk7A-6FMP,c04942f4-b463-11ea-94cc-0242ac110002,a928e9c5-4902-4feb-acb9-b6cc02881b60,t21045_20200622-140608_4
t11045_1592815147226_2,sEL4-DB3M,8f664f16-b463-11ea-840b-0242ac110002,529737b1-06b3-46ec-bd9d-5c4bef8294b1,t21045_20200622-140608_2
t11045_1592815153930_3,x7eg-u94o,a7044c58-b463-11ea-840b-0242ac110002,26600a05-1988-49d4-b719-dad5b8b03ac5,t21045_20200622-140608_3
t11045_1592815160529_1,Z73k-MFBe,78c9e2f2-b463-11ea-94cc-0242ac110002,4feaadb1-53d7-4967-bc07-50c89ff481af,t21045_20200622-140608_1
t11045_1592815161493_4,vk7A-6FMP,c04942f4-b463-11ea-94cc-0242ac110002,dd924acd-0a12-4ec1-8238-9f379692ee31,t21045_20200622-140608_4
t11045_1592815159792_5,t78i-76G3,d5a7b07e-b463-11ea-840b-0242ac110002,b542b6aa-dfc3-484c-b7d1-ba015cda847a,t21045_20200622-140608_5
t11045_1592815165040_2,sEL4-DB3M,8f664f16-b463-11ea-840b-0242ac110002,cf780584-977c-4f43-a249-29f3deb5a5e1,t21045_20200622-140608_2
t11045_1592815168729_3,x7eg-u94o,a7044c58-b463-11ea-840b-0242ac110002,123b4b68-09e9-4a2f-bc85-ff83b7b0ae04,t21045_20200622-140608_3
t11045_1592815173436_4,vk7A-6FMP,c04942f4-b463-11ea-94cc-0242ac110002,2b337fde-e9d6-4442-958c-4e794122f1b8,t21045_20200622-140608_4
t11045_1592815174667_5,t78i-76G3,d5a7b07e-b463-11ea-840b-0242ac110002,b699cfdb-6eee-41d3-97f5-83813c22b279,t21045_20200622-140608_5
t11045_1592815171216_1,Z73k-MFBe,78c9e2f2-b463-11ea-94cc-0242ac110002,1aadb05e-3ab3-4b9e-b1af-a1903c20e646,t21045_20200622-140608_1
t11045_1592815178754_2,sEL4-DB3M,8f664f16-b463-11ea-840b-0242ac110002,34ecb4b7-edf7-41ab-9884-6fb0a93fd273,t21045_20200622-140608_2
t11045_1592815184459_3,x7eg-u94o,a7044c58-b463-11ea-840b-0242ac110002,4fad593f-cec7-4f00-a763-c8865e8a3116,t21045_20200622-140608_3
t11045_1592815187904_5,t78i-76G3,d5a7b07e-b463-11ea-840b-0242ac110002,cd36af5f-a6d8-4e08-ac95-086a60ec03a5,t21045_20200622-140608_5
t11045_1592815188798_1,Z73k-MFBe,78c9e2f2-b463-11ea-94cc-0242ac110002,e2db4caf-b8c3-4f53-9c9d-2bf596d0ca56,t21045_20200622-140608_1
t11045_1592815185113_4,vk7A-6FMP,c04942f4-b463-11ea-94cc-0242ac110002,059247ea-1d48-454a-b517-ced650c09482,t21045_20200622-140608_4
t11045_1592815194743_2,sEL4-DB3M,8f664f16-b463-11ea-840b-0242ac110002,ccc7709c-2e4b-4348-9579-7d6d96c538a7,t21045_20200622-140608_2
t11045_1592815200059_5,t78i-76G3,d5a7b07e-b463-11ea-840b-0242ac110002,8694feb0-df3e-4c20-b49d-69c3a6e0743e,t21045_20200622-140608_5
t11045_1592815198189_6,8WnP-9Fr3,ebb2b1ea-b463-11ea-840b-0242ac110002,e92a2c6f-1c7b-41b3-8952-343f8a9ddcda,t21045_20200622-140608_6
t11045_1592815199242_3,x7eg-u94o,a7044c58-b463-11ea-840b-0242ac110002,7fbc896d-9cc4-4908-8831-7eaf82327c0a,t21045_20200622-140608_3
t11045_1592815201293_1,Z73k-MFBe,78c9e2f2-b463-11ea-94cc-0242ac110002,9a4e9f7c-ace4-4e2c-8b1a-2f5818ceb3e2,t21045_20200622-140608_1
t11045_1592815202108_4,vk7A-6FMP,c04942f4-b463-11ea-94cc-0242ac110002,991386ea-c2e8-4178-a3b7-0023658223e4,t21045_20200622-140608_4
t11045_1592815210099_2,sEL4-DB3M,8f664f16-b463-11ea-840b-0242ac110002,0e7c00ac-d37d-4f9a-960c-1e65b876e9d9,t21045_20200622-140608_2
t11045_1592815210554_5,t78i-76G3,d5a7b07e-b463-11ea-840b-0242ac110002,aae9697d-8fc9-4f99-8098-e4e8546eb31c,t21045_20200622-140608_5
t11045_1592815214807_3,x7eg-u94o,a7044c58-b463-11ea-840b-0242ac110002,76dce9ad-4d16-49ba-9aa0-c7d6d0a3bb1b,t21045_20200622-140608_3
t11045_1592815214397_6,8WnP-9Fr3,ebb2b1ea-b463-11ea-840b-0242ac110002,9d8f1e0e-95a2-4957-9311-594b7550200b,t21045_20200622-140608_6
t11045_1592815217880_1,Z73k-MFBe,78c9e2f2-b463-11ea-94cc-0242ac110002,6ee766dc-e31d-4cbf-9885-41546f64df09,t21045_20200622-140608_1
t11045_1592815223138_5,t78i-76G3,d5a7b07e-b463-11ea-840b-0242ac110002,2a9e772e-9757-4a2c-b364-2647f6fe6b1f,t21045_20200622-140608_5
t11045_1592815218288_4,vk7A-6FMP,c04942f4-b463-11ea-94cc-0242ac110002,0f77d8b4-d9cd-47af-a358-3482bf9c39fa,t21045_20200622-140608_4
t11045_1592815223098_2,sEL4-DB3M,8f664f16-b463-11ea-840b-0242ac110002,f91c9b0c-b932-46aa-8d3b-1a948f7a10ff,t21045_20200622-140608_2
t11045_1592815225661_3,x7eg-u94o,a7044c58-b463-11ea-840b-0242ac110002,6cdf35ca-3fcd-44f5-895e-6a7dc9cb63d1,t21045_20200622-140608_3
t11045_1592815229756_6,8WnP-9Fr3,ebb2b1ea-b463-11ea-840b-0242ac110002,58489e78-2e05-4e29-acde-9d3a6c9c49ca,t21045_20200622-140608_6
t11045_1592815233242_5,t78i-76G3,d5a7b07e-b463-11ea-840b-0242ac110002,55630451-f76a-43a8-8ccf-ed9fdcab7b28,t21045_20200622-140608_5
t11045_1592815232814_1,Z73k-MFBe,78c9e2f2-b463-11ea-94cc-0242ac110002,0dc9d921-0476-4801-a39d-b54287c8edd9,t21045_20200622-140608_1
t11045_1592815245641_7,H89Z-9wKc,03aa19ed-b464-11ea-94cc-0242ac110002,4941c766-3c19-4fba-ba26-6ea17d6f9643,t21045_20200622-140608_7
t11045_1592815247950_1,Z73k-MFBe,78c9e2f2-b463-11ea-94cc-0242ac110002,2dab15e3-ef88-41cc-80bf-2dec0892bcb1,t21045_20200622-140608_1
t11045_1592815254951_3,x7eg-u94o,a7044c58-b463-11ea-840b-0242ac110002,772e5406-5c39-44e0-b7b8-6a50d05bd6a1,t21045_20200622-140608_3
t11045_1592815250670_2,sEL4-DB3M,8f664f16-b463-11ea-840b-0242ac110002,dcd5253e-cad5-4e81-a7ca-b49a4ccc14b6,t21045_20200622-140608_2
t11045_1592815254951_6,8WnP-9Fr3,ebb2b1ea-b463-11ea-840b-0242ac110002,36cc6e93-008d-4c52-9aed-4522d3459f8b,t21045_20200622-140608_6
t11045_1592815261093_5,t78i-76G3,d5a7b07e-b463-11ea-840b-0242ac110002,fdecdb5b-f18e-4140-a184-d759bacb1794,t21045_20200622-140608_5
t11045_1592815265400_1,Z73k-MFBe,78c9e2f2-b463-11ea-94cc-0242ac110002,4b30642e-6c58-4e0d-b3a6-a384c7619d1e,t21045_20200622-140608_1
t11045_1592815263920_4,vk7A-6FMP,c04942f4-b463-11ea-94cc-0242ac110002,c65a24e4-2e3f-4da9-8982-e6be4077eb50,t21045_20200622-140608_4
t11045_1592815265831_3,x7eg-u94o,a7044c58-b463-11ea-840b-0242ac110002,4aa04fa1-072f-4c08-996d-574a8b1b3138,t21045_20200622-140608_3
t11045_1592815263928_7,H89Z-9wKc,03aa19ed-b464-11ea-94cc-0242ac110002,ab1b29e3-e264-49ae-bb5d-d2e658b249df,t21045_20200622-140608_7
t11045_1592815268878_2,sEL4-DB3M,8f664f16-b463-11ea-840b-0242ac110002,b39567c3-16ce-468e-a531-3c02838de4a0,t21045_20200622-140608_2
t11045_1592815268879_6,8WnP-9Fr3,ebb2b1ea-b463-11ea-840b-0242ac110002,a567e242-1e91-4b57-ae67-587750531e77,t21045_20200622-140608_6
t11045_1592815277066_5,t78i-76G3,d5a7b07e-b463-11ea-840b-0242ac110002,1eb0a8c4-c87c-446e-b6a9-317d98fcf5c9,t21045_20200622-140608_5
t11045_1592815280835_3,x7eg-u94o,a7044c58-b463-11ea-840b-0242ac110002,d3bb4bc1-423a-40b1-b5ec-2f52a1c4095a,t21045_20200622-140608_3
t11045_1592815278501_1,Z73k-MFBe,78c9e2f2-b463-11ea-94cc-0242ac110002,5ada347b-4f4f-4d3d-a6b6-a1fb3eda252e,t21045_20200622-140608_1
t11045_1592815279529_4,vk7A-6FMP,c04942f4-b463-11ea-94cc-0242ac110002,6e8f3554-df93-4531-af14-eb9cac612f28,t21045_20200622-140608_4
t11045_1592815280837_7,H89Z-9wKc,03aa19ed-b464-11ea-94cc-0242ac110002,ff25bbb6-ff52-4852-8e4d-b798c9ffcc74,t21045_20200622-140608_7
t11045_1592815284236_2,sEL4-DB3M,8f664f16-b463-11ea-840b-0242ac110002,13c04427-a934-4ad7-81ce-c9846654a41a,t21045_20200622-140608_2
t11045_1592815289660_5,t78i-76G3,d5a7b07e-b463-11ea-840b-0242ac110002,abb068c1-86d1-476c-8c20-b7867bfa3fc3,t21045_20200622-140608_5
t11045_1592815284349_8,P43m-acVH,1c4e63b0-b464-11ea-840b-0242ac110002,1aa958f5-dcb8-468b-babf-b1e81cb413e8,t21045_20200622-140608_8
t11045_1592815287306_6,8WnP-9Fr3,ebb2b1ea-b463-11ea-840b-0242ac110002,5ef1b117-e16d-4f55-826c-bfa493cef64b,t21045_20200622-140608_6
t11045_1592815293816_1,Z73k-MFBe,78c9e2f2-b463-11ea-94cc-0242ac110002,b09179dd-7415-45c0-a541-360dcbc4ac6d,t21045_20200622-140608_1
t11045_1592815292166_3,x7eg-u94o,a7044c58-b463-11ea-840b-0242ac110002,81493462-57b1-402c-a4fe-80b89ad7f38f,t21045_20200622-140608_3
t11045_1592815294206_4,vk7A-6FMP,c04942f4-b463-11ea-94cc-0242ac110002,129eaaf0-15d5-433d-9168-b4ae9aa57a69,t21045_20200622-140608_4
t11045_1592815295091_7,H89Z-9wKc,03aa19ed-b464-11ea-94cc-0242ac110002,6e2fa929-82c0-415e-a0a7-89980c9a65b4,t21045_20200622-140608_7
t11045_1592815295149_2,sEL4-DB3M,8f664f16-b463-11ea-840b-0242ac110002,74e34f22-b0eb-42a3-8698-89abc29928a1,t21045_20200622-140608_2
t11045_1592815299750_5,t78i-76G3,d5a7b07e-b463-11ea-840b-0242ac110002,07eff7db-6d32-4f7c-b0bf-7028371912fe,t21045_20200622-140608_5
t11045_1592815303281_6,8WnP-9Fr3,ebb2b1ea-b463-11ea-840b-0242ac110002,06cd50d1-4bd7-43ef-90d5-83fe22b860e1,t21045_20200622-140608_6
t11045_1592815301437_8,P43m-acVH,1c4e63b0-b464-11ea-840b-0242ac110002,ade779a5-9b73-44aa-9266-1f670a8883ab,t21045_20200622-140608_8
t11045_1592815310108_7,H89Z-9wKc,03aa19ed-b464-11ea-94cc-0242ac110002,40b621df-2a60-414b-94c5-9ee84a7e3d32,t21045_20200622-140608_7
t11045_1592815308959_4,vk7A-6FMP,c04942f4-b463-11ea-94cc-0242ac110002,aca98862-aa27-41ef-aa97-9b6de2ff9de4,t21045_20200622-140608_4
t11045_1592815308615_3,x7eg-u94o,a7044c58-b463-11ea-840b-0242ac110002,2ee1215f-12fe-4399-ad82-d8d7cce98182,t21045_20200622-140608_3
t11045_1592815311270_2,sEL4-DB3M,8f664f16-b463-11ea-840b-0242ac110002,a0a3e0b8-8e44-450a-a7dd-be7a7f2fefa9,t21045_20200622-140608_2
t11045_1592815315090_5,t78i-76G3,d5a7b07e-b463-11ea-840b-0242ac110002,654138d3-e361-46fe-91a9-008ea9f1d13e,t21045_20200622-140608_5
t11045_1592815315885_6,8WnP-9Fr3,ebb2b1ea-b463-11ea-840b-0242ac110002,11b68f4c-94cc-479b-80e9-c7952b8a807a,t21045_20200622-140608_6
t11045_1592815318676_8,P43m-acVH,1c4e63b0-b464-11ea-840b-0242ac110002,500a9ffa-e267-445c-8d2f-adcd997b4c1e,t21045_20200622-140608_8
t11045_1592815324028_9,vNQ9-DP4j,34228c39-b464-11ea-94cc-0242ac110002,36a6c97d-5cf0-4c03-a682-8ce946c61a82,t21045_20200622-140608_9
t11045_1592815322167_3,x7eg-u94o,a7044c58-b463-11ea-840b-0242ac110002,8be7dcfd-c5aa-4497-8cc5-8c989a6b5d12,t21045_20200622-140608_3
t11045_1592815321996_4,vk7A-6FMP,c04942f4-b463-11ea-94cc-0242ac110002,cdf106be-647e-4122-8818-ce2a0da28ed3,t21045_20200622-140608_4
t11045_1592815321872_7,H89Z-9wKc,03aa19ed-b464-11ea-94cc-0242ac110002,da24c9e5-f0b4-4e07-9a8e-4eaeef29b2d7,t21045_20200622-140608_7
t11045_1592815327246_2,sEL4-DB3M,8f664f16-b463-11ea-840b-0242ac110002,fa7f0e61-2044-4d0d-85f8-c4e08646b582,t21045_20200622-140608_2
t11045_1592815329407_5,t78i-76G3,d5a7b07e-b463-11ea-840b-0242ac110002,d80aaede-89bc-4321-b3d3-eba7725484d8,t21045_20200622-140608_5
t11045_1592815330236_6,8WnP-9Fr3,ebb2b1ea-b463-11ea-840b-0242ac110002,461789d3-4fb6-4dcd-9228-a77bd97abbbd,t21045_20200622-140608_6
t11045_1592815333187_8,P43m-acVH,1c4e63b0-b464-11ea-840b-0242ac110002,b5b694ba-208b-4732-a4b8-9c6251d32c0f,t21045_20200622-140608_8
t11045_1592815336461_3,x7eg-u94o,a7044c58-b463-11ea-840b-0242ac110002,ff53b66d-5eb8-4b64-bb19-c57cbe4faf55,t21045_20200622-140608_3
t11045_1592815338506_7,H89Z-9wKc,03aa19ed-b464-11ea-94cc-0242ac110002,9a8f853a-b506-4750-892f-5ce2957ef49d,t21045_20200622-140608_7
t11045_1592815335971_9,vNQ9-DP4j,34228c39-b464-11ea-94cc-0242ac110002,e70733be-c89f-434f-8be5-35d54f3d6a6e,t21045_20200622-140608_9
t11045_1592815336869_4,vk7A-6FMP,c04942f4-b463-11ea-94cc-0242ac110002,14bf7405-b8a4-408f-8452-12bf54cd0202,t21045_20200622-140608_4
t11045_1592815348219_6,8WnP-9Fr3,ebb2b1ea-b463-11ea-840b-0242ac110002,7cc364e9-60e0-44ca-a762-fe397c3d7d56,t21045_20200622-140608_6
t11045_1592815345472_5,t78i-76G3,d5a7b07e-b463-11ea-840b-0242ac110002,07a9bffa-45f3-452c-8d00-434f998816e3,t21045_20200622-140608_5
t11045_1592815353663_4,vk7A-6FMP,c04942f4-b463-11ea-94cc-0242ac110002,8ca04107-9ef2-44e5-a753-70fcb5f4fbbf,t21045_20200622-140608_4
t11045_1592815348953_8,P43m-acVH,1c4e63b0-b464-11ea-840b-0242ac110002,cb2c76dd-07df-4b8b-a8ea-3bbdbd7e9102,t21045_20200622-140608_8
t11045_1592815349362_3,x7eg-u94o,a7044c58-b463-11ea-840b-0242ac110002,a936f761-2fef-40cb-bd1d-923cead78d44,t21045_20200622-140608_3
t11045_1592815350182_7,H89Z-9wKc,03aa19ed-b464-11ea-94cc-0242ac110002,e44fd855-e71c-4ced-ae82-339227ebc3b9,t21045_20200622-140608_7
t11045_1592815352247_9,vNQ9-DP4j,34228c39-b464-11ea-94cc-0242ac110002,22262ea5-2099-4c99-a8cd-ffb1141ca86e,t21045_20200622-140608_9
t11045_1592815358671_6,8WnP-9Fr3,ebb2b1ea-b463-11ea-840b-0242ac110002,de1595a0-598c-4ca5-a30c-a50bac6cb07a,t21045_20200622-140608_6
t11045_1592815359602_5,t78i-76G3,d5a7b07e-b463-11ea-840b-0242ac110002,e0bf7148-9086-435b-af05-acd260aad60f,t21045_20200622-140608_5
t11045_1592815365136_4,vk7A-6FMP,c04942f4-b463-11ea-94cc-0242ac110002,e3bafd1f-12dd-4ff1-9c40-5cdf69fbb0cb,t21045_20200622-140608_4
t11045_1592815366813_3,x7eg-u94o,a7044c58-b463-11ea-840b-0242ac110002,6c150ead-3a60-48e3-bcf0-c6df01fa87af,t21045_20200622-140608_3
t11045_1592815371691_5,t78i-76G3,d5a7b07e-b463-11ea-840b-0242ac110002,37f41418-a387-4ab3-99fb-4348c52f6b23,t21045_20200622-140608_5
t11045_1592815366769_8,P43m-acVH,1c4e63b0-b464-11ea-840b-0242ac110002,2492d774-51af-44d5-bd23-69ebc53ed708,t21045_20200622-140608_8
t11045_1592815367149_7,H89Z-9wKc,03aa19ed-b464-11ea-94cc-0242ac110002,808a185c-7b42-4197-b6c1-31ee764a31b9,t21045_20200622-140608_7
t11045_1592815371688_6,8WnP-9Fr3,ebb2b1ea-b463-11ea-840b-0242ac110002,76ee0820-8712-4246-ad9e-9bc9118fb5be,t21045_20200622-140608_6
t11045_1592815367997_9,vNQ9-DP4j,34228c39-b464-11ea-94cc-0242ac110002,982bd1ba-83df-4e6f-8912-bd3379daf615,t21045_20200622-140608_9
t11045_1592815368916_10,GrGn-QTq9,4dc77d15-b464-11ea-840b-0242ac110002,1b9367e9-632b-4153-8e0f-4b012e5a634d,t21045_20200622-140608_10
t11045_1592815379324_4,vk7A-6FMP,c04942f4-b463-11ea-94cc-0242ac110002,548e2e7b-c106-49d3-9165-909181322683,t21045_20200622-140608_4
t11045_1592815383845_7,H89Z-9wKc,03aa19ed-b464-11ea-94cc-0242ac110002,0cb7d2c4-94f0-408d-8a60-6a3ace41aa90,t21045_20200622-140608_7
t11045_1592815383358_8,P43m-acVH,1c4e63b0-b464-11ea-840b-0242ac110002,e29e44fd-fec7-4e06-a055-2da81a3751e5,t21045_20200622-140608_8
t11045_1592815386052_9,vNQ9-DP4j,34228c39-b464-11ea-94cc-0242ac110002,424b067a-b8cd-4a3e-993e-96566a8877bd,t21045_20200622-140608_9
t11045_1592815384180_6,8WnP-9Fr3,ebb2b1ea-b463-11ea-840b-0242ac110002,5e9c86ec-fa3a-41c7-982b-3caa37817208,t21045_20200622-140608_6
t11045_1592815382075_5,t78i-76G3,d5a7b07e-b463-11ea-840b-0242ac110002,0cbda848-b829-4346-b103-e78bc2326a61,t21045_20200622-140608_5
t11045_1592815387042_10,GrGn-QTq9,4dc77d15-b464-11ea-840b-0242ac110002,129e36b7-a7a0-4b28-a66c-d243674568d2,t21045_20200622-140608_10
t11045_1592815391142_4,vk7A-6FMP,c04942f4-b463-11ea-94cc-0242ac110002,51cdff38-31c6-401f-b78c-47dcc084ad38,t21045_20200622-140608_4
t11045_1592815399989_5,t78i-76G3,d5a7b07e-b463-11ea-840b-0242ac110002,bac7fce0-8bcb-4134-9a45-33f663fa0aa4,t21045_20200622-140608_5
